entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
k02_ent_000009,,,,,remove_entity,"{""prior_cluster_id"": 9, ""cluster_size_before"": 1, ""density_score"": 6.495366740842867, ""rrf_component"": 1.4953667408428664, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 115, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000010,,,,,remove_entity,"{""prior_cluster_id"": 10, ""cluster_size_before"": 1, ""density_score"": 6.711597415505806, ""rrf_component"": 1.7115974155058058, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 137, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000033,,,,,remove_entity,"{""prior_cluster_id"": 33, ""cluster_size_before"": 1, ""density_score"": 6.424022255042793, ""rrf_component"": 1.4240222550427932, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 111, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000050,,,,,remove_entity,"{""prior_cluster_id"": 50, ""cluster_size_before"": 1, ""density_score"": 6.739160381512598, ""rrf_component"": 1.7391603815125982, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 136, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000062,,,,,remove_entity,"{""prior_cluster_id"": 62, ""cluster_size_before"": 1, ""density_score"": 6.651173451825593, ""rrf_component"": 1.6511734518255932, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 131, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000065,,,,,remove_entity,"{""prior_cluster_id"": 65, ""cluster_size_before"": 1, ""density_score"": 6.162839795978957, ""rrf_component"": 1.1628397959789576, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 90, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000080,,,,,remove_entity,"{""prior_cluster_id"": 80, ""cluster_size_before"": 1, ""density_score"": 6.827721656323111, ""rrf_component"": 1.8277216563231107, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 146, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000087,,,,,remove_entity,"{""prior_cluster_id"": 87, ""cluster_size_before"": 1, ""density_score"": 6.828881407586457, ""rrf_component"": 1.8288814075864572, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 148, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000092,,,,,remove_entity,"{""prior_cluster_id"": 92, ""cluster_size_before"": 1, ""density_score"": 6.1506859758158505, ""rrf_component"": 1.15068597581585, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 84, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000095,,,,,remove_entity,"{""prior_cluster_id"": 95, ""cluster_size_before"": 1, ""density_score"": 7.28301228500379, ""rrf_component"": 2.2830122850037897, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 188, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000102,,,,,remove_entity,"{""prior_cluster_id"": 102, ""cluster_size_before"": 1, ""density_score"": 6.167015279540969, ""rrf_component"": 1.1670152795409692, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 91, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000139,,,,,remove_entity,"{""prior_cluster_id"": 139, ""cluster_size_before"": 1, ""density_score"": 6.210399036260625, ""rrf_component"": 1.210399036260625, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 95, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000155,,,,,remove_entity,"{""prior_cluster_id"": 155, ""cluster_size_before"": 1, ""density_score"": 7.070255650801039, ""rrf_component"": 2.070255650801039, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 169, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
k02_ent_000205,,,,,remove_entity,"{""prior_cluster_id"": 205, ""cluster_size_before"": 1, ""density_score"": 6.705488470580025, ""rrf_component"": 1.7054884705800246, ""label_collision_component"": 5.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 139, ""operator_decision"": ""drop_corner_touching_refilled""}",2,medium
