id1,id2,label
crossref-39485,dblp-43463,FALSE
crossref-24011,dblp-47309,FALSE
crossref-43487,dblp-18985,TRUE
crossref-43588,dblp-42646,FALSE
crossref-31233,dblp-02167,FALSE
crossref-13010,dblp-43002,FALSE
crossref-08855,dblp-32434,TRUE
crossref-29404,dblp-06988,TRUE
crossref-48611,dblp-11582,FALSE
crossref-47574,dblp-05066,FALSE
crossref-14256,dblp-42624,FALSE
crossref-55915,dblp-01466,FALSE
crossref-09755,dblp-43660,FALSE
crossref-47766,dblp-03797,FALSE
crossref-46809,dblp-43541,FALSE
crossref-17687,dblp-12916,FALSE
crossref-27419,dblp-26586,FALSE
crossref-28221,dblp-38088,TRUE
crossref-07851,dblp-42192,FALSE
crossref-44128,dblp-30764,TRUE
crossref-14727,dblp-53206,FALSE
crossref-47826,dblp-34279,FALSE
crossref-36237,dblp-29309,FALSE
crossref-31232,dblp-02167,TRUE
crossref-36501,dblp-36749,TRUE
crossref-49675,dblp-41150,FALSE
crossref-16684,dblp-20539,TRUE
crossref-02356,dblp-57521,FALSE
crossref-15741,dblp-44589,TRUE
crossref-00321,dblp-14957,FALSE
crossref-46680,dblp-43101,FALSE
crossref-52202,dblp-09442,FALSE
crossref-40220,dblp-30510,TRUE
crossref-08067,dblp-42977,FALSE
crossref-06688,dblp-56120,TRUE
crossref-44329,dblp-10133,FALSE
crossref-32274,dblp-50808,TRUE
crossref-21339,dblp-20649,FALSE
crossref-25583,dblp-15792,FALSE
crossref-22903,dblp-38239,TRUE
crossref-10908,dblp-53565,TRUE
crossref-46796,dblp-48021,FALSE
crossref-02915,dblp-25473,TRUE
crossref-45624,dblp-08382,FALSE
crossref-29957,dblp-44037,TRUE
crossref-41440,dblp-08620,FALSE
crossref-16531,dblp-43021,FALSE
crossref-47574,dblp-01561,FALSE
crossref-05756,dblp-00671,FALSE
crossref-23104,dblp-43434,FALSE
crossref-11613,dblp-43466,FALSE
crossref-46229,dblp-34366,FALSE
crossref-48942,dblp-43006,FALSE
crossref-51811,dblp-42769,FALSE
crossref-38383,dblp-06914,TRUE
crossref-24221,dblp-30191,FALSE
crossref-03302,dblp-58883,TRUE
crossref-52254,dblp-43444,FALSE
crossref-53101,dblp-04042,TRUE
crossref-55915,dblp-01561,FALSE
crossref-00442,dblp-10704,FALSE
crossref-24928,dblp-43600,FALSE
crossref-13077,dblp-19696,TRUE
crossref-33315,dblp-32551,FALSE
crossref-18318,dblp-05117,FALSE
crossref-01409,dblp-52883,TRUE
crossref-12611,dblp-51981,FALSE
crossref-06899,dblp-31989,TRUE
crossref-45233,dblp-22229,TRUE
crossref-18088,dblp-43637,FALSE
crossref-23845,dblp-06914,FALSE
