id1,id2,label
dblp-41867,k02_interp_papers_00039__crossref,FALSE
dblp-15600,k02_interp_papers_00007__crossref,FALSE
dblp-05960,k02_interp_papers_00114__crossref,FALSE
dblp-55495,k02_interp_papers_00142__crossref,FALSE
dblp-44359,k02_interp_papers_00142__crossref,FALSE
dblp-17397,k02_interp_papers_00201__crossref,FALSE
k02_interp_papers_00240__dblp,k02_interp_papers_00240__crossref,TRUE
dblp-59766,crossref-49919,FALSE
dblp-14442,crossref-38982,TRUE
dblp-50668,crossref-45842,TRUE
k02_interp_papers_00068__dblp,k02_interp_papers_00068__crossref,TRUE
dblp-21535,crossref-45365,TRUE
k02_interp_papers_00148__dblp,k02_interp_papers_00074__crossref,FALSE
dblp-49239,crossref-41581,TRUE
k02_interp_papers_00103__dblp,k02_interp_papers_00068__crossref,FALSE
dblp-59948,crossref-15733,TRUE
dblp-05691,crossref-55904,FALSE
dblp-12219,crossref-55904,FALSE
k02_interp_papers_00114__dblp,k02_interp_papers_00114__crossref,TRUE
dblp-12695,crossref-37041,TRUE
dblp-32643,k02_interp_papers_00164__crossref,FALSE
dblp-24610,k02_interp_papers_00068__crossref,FALSE
dblp-26315,crossref-37993,TRUE
dblp-10405,k02_interp_papers_00016__crossref,FALSE
dblp-19558,crossref-06841,FALSE
dblp-31061,crossref-49919,TRUE
dblp-04865,k02_interp_papers_00016__crossref,FALSE
dblp-45237,crossref-13442,FALSE
dblp-17752,crossref-49922,TRUE
dblp-17851,k02_interp_papers_00114__crossref,FALSE
dblp-47469,crossref-06841,TRUE
dblp-03556,crossref-15733,FALSE
dblp-22077,crossref-22401,FALSE
dblp-22401,crossref-23993,TRUE
dblp-06423,k02_interp_papers_00226__crossref,FALSE
k02_interp_papers_00237__dblp,k02_interp_papers_00237__crossref,TRUE
dblp-20782,crossref-38982,FALSE
dblp-11998,crossref-38982,FALSE
dblp-53701,crossref-45842,FALSE
k02_interp_papers_00039__dblp,k02_interp_papers_00039__crossref,TRUE
dblp-49481,k02_interp_papers_00237__crossref,FALSE
dblp-58028,crossref-45842,FALSE
k02_interp_papers_00164__dblp,k02_interp_papers_00164__crossref,TRUE
dblp-52033,crossref-13442,FALSE
k02_interp_papers_00175__dblp,k02_interp_papers_00175__crossref,TRUE
k02_interp_papers_00226__dblp,k02_interp_papers_00226__crossref,TRUE
dblp-60360,crossref-49919,FALSE
dblp-52741,crossref-06662,TRUE
k02_interp_papers_00050__dblp,crossref-49922,FALSE
k02_interp_papers_00074__dblp,k02_interp_papers_00074__crossref,TRUE
k02_interp_papers_00059__dblp,k02_interp_papers_00059__crossref,TRUE
k02_interp_papers_00142__dblp,k02_interp_papers_00142__crossref,TRUE
dblp-54081,crossref-22401,TRUE
k02_interp_papers_00140__dblp,k02_interp_papers_00201__crossref,FALSE
k02_interp_papers_00089__dblp,k02_interp_papers_00089__crossref,TRUE
dblp-23271,crossref-55904,FALSE
k02_interp_papers_00007__dblp,k02_interp_papers_00007__crossref,TRUE
dblp-08049,crossref-38982,FALSE
dblp-58327,crossref-45842,FALSE
dblp-18969,k02_interp_papers_00068__crossref,FALSE
dblp-32652,k02_interp_papers_00164__crossref,FALSE
dblp-20332,k02_interp_papers_00085__crossref,FALSE
dblp-40476,k02_interp_papers_00007__crossref,FALSE
dblp-22844,k02_interp_papers_00142__crossref,FALSE
dblp-14362,k02_interp_papers_00237__crossref,FALSE
dblp-21978,crossref-06841,FALSE
dblp-25125,crossref-15733,FALSE
dblp-32360,crossref-06841,FALSE
dblp-17764,crossref-49922,FALSE
dblp-00351,k02_interp_papers_00085__crossref,FALSE
dblp-45792,crossref-49919,FALSE
dblp-48995,k02_interp_papers_00016__crossref,FALSE
dblp-55280,k02_interp_papers_00089__crossref,FALSE
dblp-25857,crossref-15733,FALSE
dblp-09157,k02_interp_papers_00085__crossref,FALSE
dblp-12878,k02_interp_papers_00164__crossref,FALSE
dblp-08507,k02_interp_papers_00074__crossref,FALSE
dblp-49737,crossref-17804,TRUE
dblp-25635,crossref-13442,FALSE
dblp-55054,k02_interp_papers_00089__crossref,FALSE
dblp-17292,crossref-49922,FALSE
dblp-18054,k02_interp_papers_00039__crossref,FALSE
dblp-14454,k02_interp_papers_00201__crossref,FALSE
dblp-58215,crossref-33957,TRUE
k02_interp_papers_00201__dblp,k02_interp_papers_00201__crossref,TRUE
dblp-51872,k02_interp_papers_00007__crossref,FALSE
k02_interp_papers_00085__dblp,k02_interp_papers_00085__crossref,TRUE
k02_interp_papers_00016__dblp,k02_interp_papers_00016__crossref,TRUE
k02_interp_papers_00236__dblp,k02_interp_papers_00236__crossref,TRUE
dblp-25673,crossref-22401,FALSE
dblp-45649,k02_interp_papers_00226__crossref,FALSE
dblp-19807,k02_interp_papers_00074__crossref,FALSE
dblp-51667,crossref-22401,FALSE
k04__within_dup__dblp____singleton___dblp_dblp-51371,k02_interp_papers_00039__crossref,FALSE
dblp-25536,crossref-13442,TRUE
dblp-29242,k02_interp_papers_00089__crossref,FALSE
dblp-35831,k02_interp_papers_00114__crossref,FALSE
dblp-12213,crossref-55904,TRUE
dblp-57853,k02_interp_papers_00226__crossref,FALSE
dblp-49855,k02_interp_papers_00237__crossref,FALSE
