entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
k02_ent_000006,,,,,remove_entity,"{""prior_cluster_id"": 6, ""cluster_size_before"": 4, ""density_score"": 0.8148646850630902, ""rrf_component"": 0.8148646850630902, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 56, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000008,,,,,remove_entity,"{""prior_cluster_id"": 8, ""cluster_size_before"": 4, ""density_score"": 0.6672191980172427, ""rrf_component"": 0.6672191980172427, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 46, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000058,,,,,remove_entity,"{""prior_cluster_id"": 58, ""cluster_size_before"": 4, ""density_score"": 0.7666687902202488, ""rrf_component"": 0.7666687902202488, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 53, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000063,,,,,remove_entity,"{""prior_cluster_id"": 63, ""cluster_size_before"": 4, ""density_score"": 0.869917948657192, ""rrf_component"": 0.869917948657192, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 60, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000081,,,,,remove_entity,"{""prior_cluster_id"": 81, ""cluster_size_before"": 4, ""density_score"": 0.7012135081216495, ""rrf_component"": 0.7012135081216495, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 48, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000112,,,,,remove_entity,"{""prior_cluster_id"": 112, ""cluster_size_before"": 4, ""density_score"": 0.7019396446848255, ""rrf_component"": 0.7019396446848255, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 48, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000113,,,,,remove_entity,"{""prior_cluster_id"": 113, ""cluster_size_before"": 4, ""density_score"": 0.662994001232355, ""rrf_component"": 0.662994001232355, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 45, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000173,,,,,remove_entity,"{""prior_cluster_id"": 173, ""cluster_size_before"": 2, ""density_score"": 0.7541904459056403, ""rrf_component"": 0.7541904459056403, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 52, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000193,,,,,remove_entity,"{""prior_cluster_id"": 193, ""cluster_size_before"": 4, ""density_score"": 0.8608782847819214, ""rrf_component"": 0.8608782847819214, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 60, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000202,,,,,remove_entity,"{""prior_cluster_id"": 202, ""cluster_size_before"": 4, ""density_score"": 0.7575113227301515, ""rrf_component"": 0.7575113227301515, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 53, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000277,,,,,remove_entity,"{""prior_cluster_id"": 277, ""cluster_size_before"": 4, ""density_score"": 0.753670172909407, ""rrf_component"": 0.753670172909407, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 52, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000556,,,,,remove_entity,"{""prior_cluster_id"": 556, ""cluster_size_before"": 4, ""density_score"": 0.6933450779684296, ""rrf_component"": 0.6933450779684296, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 48, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_ent_000666,,,,,remove_entity,"{""prior_cluster_id"": 666, ""cluster_size_before"": 4, ""density_score"": 0.9605565097297122, ""rrf_component"": 0.9605565097297122, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 67, ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_noncorner_products_00000,"products_1,products_2,products_3,products_4",,,,llm_non_corner_refill,"{""reference_entity_ids"": [""k02_ent_000262"", ""k02_ent_000308"", ""k02_ent_000588"", ""k02_ent_000595"", ""k02_ent_000787""], ""selection_metric"": ""low_density_anchor"", ""prompt_version"": ""v1"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""products_noncorner/anchor_035940adeb16d2cd.json"", ""contamination_check_status"": ""passed"", ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_noncorner_products_00001,"products_1,products_2,products_3,products_4",,,,llm_non_corner_refill,"{""reference_entity_ids"": [""k02_ent_000130"", ""k02_ent_000150"", ""k02_ent_000262"", ""k02_ent_000308"", ""k02_ent_000468""], ""selection_metric"": ""low_density_anchor"", ""prompt_version"": ""v1"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""products_noncorner/anchor_f21a40f4a43ac03e.json"", ""contamination_check_status"": ""passed"", ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_noncorner_products_00002,"products_1,products_2,products_3,products_4",,,,llm_non_corner_refill,"{""reference_entity_ids"": [""k02_ent_000130"", ""k02_ent_000150"", ""k02_ent_000375"", ""k02_ent_000588"", ""k02_ent_000712""], ""selection_metric"": ""low_density_anchor"", ""prompt_version"": ""v1"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""products_noncorner/anchor_3da43771476c9695.json"", ""contamination_check_status"": ""passed"", ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_noncorner_products_00003,"products_1,products_2,products_3,products_4",,,,llm_non_corner_refill,"{""reference_entity_ids"": [""k02_ent_000010"", ""k02_ent_000150"", ""k02_ent_000274"", ""k02_ent_000375"", ""k02_ent_000602""], ""selection_metric"": ""low_density_anchor"", ""prompt_version"": ""v1"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""products_noncorner/anchor_513ffd933f01bdc5.json"", ""contamination_check_status"": ""passed"", ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_noncorner_products_00004,"products_1,products_2,products_3,products_4",,,,llm_non_corner_refill,"{""reference_entity_ids"": [""k02_ent_000108"", ""k02_ent_000130"", ""k02_ent_000262"", ""k02_ent_000375"", ""k02_ent_000602""], ""selection_metric"": ""low_density_anchor"", ""prompt_version"": ""v1"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""products_noncorner/anchor_32b61ca3415bbbaa.json"", ""contamination_check_status"": ""passed"", ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_noncorner_products_00005,"products_1,products_2,products_3,products_4",,,,llm_non_corner_refill,"{""reference_entity_ids"": [""k02_ent_000130"", ""k02_ent_000163"", ""k02_ent_000308"", ""k02_ent_000468"", ""k02_ent_000713""], ""selection_metric"": ""low_density_anchor"", ""prompt_version"": ""v1"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""products_noncorner/anchor_ff7f22d758f1372d.json"", ""contamination_check_status"": ""passed"", ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
k02_noncorner_products_00006,"products_1,products_2,products_3,products_4",,,,llm_non_corner_refill,"{""reference_entity_ids"": [""k02_ent_000010"", ""k02_ent_000341"", ""k02_ent_000602"", ""k02_ent_000712"", ""k02_ent_000713""], ""selection_metric"": ""low_density_anchor"", ""prompt_version"": ""v1"", ""model_id"": ""gpt-5.4-mini"", ""cache_path"": ""products_noncorner/anchor_fb9e9f877c08f8c1.json"", ""contamination_check_status"": ""passed"", ""operator_decision"": ""drop_corner_touching_refilled""}",2,hard
