entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
__singleton__:metacritic:metacritic_5092,dbpedia,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""metacritic"", ""sibling_source"": ""metacritic"", ""sibling_row_id"": ""metacritic_5092"", ""knob_01_paraphrase_params"": {""franchise"": {""transform_fn"": ""passthrough""}, ""genre"": {""transform_fn"": ""passthrough""}, ""studio"": {""transform_fn"": ""passthrough""}, ""system"": {""transform_fn"": ""passthrough""}, ""title"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_46013,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_46013"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_40921,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_40921"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_17619,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_17619"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:metacritic:metacritic_5327,dbpedia,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""metacritic"", ""sibling_source"": ""metacritic"", ""sibling_row_id"": ""metacritic_5327"", ""knob_01_paraphrase_params"": {""franchise"": {""transform_fn"": ""passthrough""}, ""genre"": {""transform_fn"": ""passthrough""}, ""studio"": {""transform_fn"": ""passthrough""}, ""system"": {""transform_fn"": ""passthrough""}, ""title"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_12439,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_12439"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_7378,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_7378"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_27441,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_27441"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_11659,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_11659"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:metacritic:k02_noncorner_games_00016__metacritic,dbpedia,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""metacritic"", ""sibling_source"": ""metacritic"", ""sibling_row_id"": ""k02_noncorner_games_00016__metacritic"", ""knob_01_paraphrase_params"": {""franchise"": {""transform_fn"": ""passthrough""}, ""genre"": {""transform_fn"": ""passthrough""}, ""studio"": {""transform_fn"": ""passthrough""}, ""system"": {""transform_fn"": ""passthrough""}, ""title"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_16625,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_16625"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:metacritic:metacritic_19217,dbpedia,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""metacritic"", ""sibling_source"": ""metacritic"", ""sibling_row_id"": ""metacritic_19217"", ""knob_01_paraphrase_params"": {""franchise"": {""transform_fn"": ""passthrough""}, ""genre"": {""transform_fn"": ""passthrough""}, ""studio"": {""transform_fn"": ""passthrough""}, ""system"": {""transform_fn"": ""passthrough""}, ""title"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_64880,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_64880"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:metacritic:metacritic_16536,dbpedia,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""metacritic"", ""sibling_source"": ""metacritic"", ""sibling_row_id"": ""metacritic_16536"", ""knob_01_paraphrase_params"": {""franchise"": {""transform_fn"": ""passthrough""}, ""genre"": {""transform_fn"": ""passthrough""}, ""studio"": {""transform_fn"": ""passthrough""}, ""system"": {""transform_fn"": ""passthrough""}, ""title"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
__singleton__:dbpedia:dbpedia_26934,metacritic,__row__,row_absent,row_exists,propagate_and_paraphrase,"{""template_source"": ""dbpedia"", ""sibling_source"": ""dbpedia"", ""sibling_row_id"": ""dbpedia_26934"", ""knob_01_paraphrase_params"": {""age_rating"": {""transform_fn"": ""passthrough""}, ""console"": {""transform_fn"": ""passthrough""}, ""game_title"": {""transform_fn"": ""passthrough""}, ""genres"": {""transform_fn"": ""passthrough""}, ""made_by"": {""transform_fn"": ""passthrough""}}, ""k4_fabricated"": true}",4,easy
