entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
k02_ent_001104,,,,,remove_entity,"{""prior_cluster_id"": 1104, ""cluster_size_before"": 1, ""density_score"": 0.16612600069846958, ""rrf_component"": 0.16612600069846958, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 14, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_003906,,,,,remove_entity,"{""prior_cluster_id"": 3906, ""cluster_size_before"": 1, ""density_score"": 0.17609119344665525, ""rrf_component"": 0.17609119344665525, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 12, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_013646,,,,,remove_entity,"{""prior_cluster_id"": 13646, ""cluster_size_before"": 1, ""density_score"": 0.20865208873619068, ""rrf_component"": 0.20865208873619068, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 18, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_020895,,,,,remove_entity,"{""prior_cluster_id"": 20895, ""cluster_size_before"": 1, ""density_score"": 0.15793456995389737, ""rrf_component"": 0.15793456995389737, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 13, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_021215,,,,,remove_entity,"{""prior_cluster_id"": 21215, ""cluster_size_before"": 1, ""density_score"": 0.20151041606466982, ""rrf_component"": 0.20151041606466982, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 17, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_025063,,,,,remove_entity,"{""prior_cluster_id"": 25063, ""cluster_size_before"": 1, ""density_score"": 0.19816390557145722, ""rrf_component"": 0.19816390557145722, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 15, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_030420,,,,,remove_entity,"{""prior_cluster_id"": 30420, ""cluster_size_before"": 1, ""density_score"": 0.2568349751992288, ""rrf_component"": 0.2568349751992288, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 18, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_031723,,,,,remove_entity,"{""prior_cluster_id"": 31723, ""cluster_size_before"": 1, ""density_score"": 0.20314499857264556, ""rrf_component"": 0.20314499857264556, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 16, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_037799,,,,,remove_entity,"{""prior_cluster_id"": 37799, ""cluster_size_before"": 1, ""density_score"": 0.2326971550790086, ""rrf_component"": 0.2326971550790086, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 18, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_038627,,,,,remove_entity,"{""prior_cluster_id"": 38627, ""cluster_size_before"": 1, ""density_score"": 0.2117252894806868, ""rrf_component"": 0.2117252894806868, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 17, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_040820,,,,,remove_entity,"{""prior_cluster_id"": 40820, ""cluster_size_before"": 1, ""density_score"": 0.05132765237761093, ""rrf_component"": 0.05132765237761093, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 4, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_041064,,,,,remove_entity,"{""prior_cluster_id"": 41064, ""cluster_size_before"": 1, ""density_score"": 0.1990027267113513, ""rrf_component"": 0.1990027267113513, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 14, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_042105,,,,,remove_entity,"{""prior_cluster_id"": 42105, ""cluster_size_before"": 1, ""density_score"": 0.2601446253786839, ""rrf_component"": 0.2601446253786839, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 20, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_045162,,,,,remove_entity,"{""prior_cluster_id"": 45162, ""cluster_size_before"": 1, ""density_score"": 0.2631077257659508, ""rrf_component"": 0.2631077257659508, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 19, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_046259,,,,,remove_entity,"{""prior_cluster_id"": 46259, ""cluster_size_before"": 1, ""density_score"": 0.05524444807781645, ""rrf_component"": 0.05524444807781645, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 4, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_046520,,,,,remove_entity,"{""prior_cluster_id"": 46520, ""cluster_size_before"": 1, ""density_score"": 0.20121227803539046, ""rrf_component"": 0.20121227803539046, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 14, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_046810,,,,,remove_entity,"{""prior_cluster_id"": 46810, ""cluster_size_before"": 1, ""density_score"": 0.24505930256136438, ""rrf_component"": 0.24505930256136438, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 18, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_046860,,,,,remove_entity,"{""prior_cluster_id"": 46860, ""cluster_size_before"": 1, ""density_score"": 0.1837724545530949, ""rrf_component"": 0.1837724545530949, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 14, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_047143,,,,,remove_entity,"{""prior_cluster_id"": 47143, ""cluster_size_before"": 1, ""density_score"": 0.19560047378701956, ""rrf_component"": 0.19560047378701956, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 14, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_047493,,,,,remove_entity,"{""prior_cluster_id"": 47493, ""cluster_size_before"": 1, ""density_score"": 0.24102697544732557, ""rrf_component"": 0.24102697544732557, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 19, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_048387,,,,,remove_entity,"{""prior_cluster_id"": 48387, ""cluster_size_before"": 1, ""density_score"": 0.26057583240202864, ""rrf_component"": 0.26057583240202864, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 20, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_048473,,,,,remove_entity,"{""prior_cluster_id"": 48473, ""cluster_size_before"": 1, ""density_score"": 0.24897056811349322, ""rrf_component"": 0.24897056811349322, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 19, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_048638,,,,,remove_entity,"{""prior_cluster_id"": 48638, ""cluster_size_before"": 1, ""density_score"": 0.05667623224502319, ""rrf_component"": 0.05667623224502319, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 4, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_048675,,,,,remove_entity,"{""prior_cluster_id"": 48675, ""cluster_size_before"": 1, ""density_score"": 0.2422446733930335, ""rrf_component"": 0.2422446733930335, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 19, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_048699,,,,,remove_entity,"{""prior_cluster_id"": 48699, ""cluster_size_before"": 1, ""density_score"": 0.1559501674282974, ""rrf_component"": 0.1559501674282974, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 12, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_048881,,,,,remove_entity,"{""prior_cluster_id"": 48881, ""cluster_size_before"": 1, ""density_score"": 0.041492649598117944, ""rrf_component"": 0.041492649598117944, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 4, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_049004,,,,,remove_entity,"{""prior_cluster_id"": 49004, ""cluster_size_before"": 1, ""density_score"": 0.24207564387870625, ""rrf_component"": 0.24207564387870625, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 18, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
k02_ent_049959,,,,,remove_entity,"{""prior_cluster_id"": 49959, ""cluster_size_before"": 1, ""density_score"": 0.15153810104444065, ""rrf_component"": 0.15153810104444065, ""label_collision_component"": 0.0, ""selection_metric"": ""rrf_density"", ""agreement_count_sum"": 11, ""operator_decision"": ""interpolate_paired_drop""}",2,hard
