id1,id2,label
dbpedia_56623,metacritic_14969,FALSE
dbpedia_34509,metacritic_12182,FALSE
dbpedia_19950,metacritic_2579,FALSE
dbpedia_1726,metacritic_9475,FALSE
dbpedia_32623,metacritic_9475,FALSE
dbpedia_15768,metacritic_9475,FALSE
dbpedia_5863,metacritic_14433,TRUE
dbpedia_58858,metacritic_14714,FALSE
dbpedia_25693,metacritic_14969,TRUE
dbpedia_27883,metacritic_9475,TRUE
dbpedia_58397,metacritic_11657,TRUE
dbpedia_57638,metacritic_4858,TRUE
dbpedia_37382,metacritic_10627,FALSE
dbpedia_30616,metacritic_4858,TRUE
dbpedia_24944,metacritic_14969,FALSE
dbpedia_53763,metacritic_12182,TRUE
dbpedia_56639,metacritic_2179,FALSE
dbpedia_56090,metacritic_2179,FALSE
dbpedia_17711,metacritic_14969,TRUE
dbpedia_5418,metacritic_4858,TRUE
dbpedia_35024,metacritic_12182,FALSE
dbpedia_25172,metacritic_14969,FALSE
dbpedia_23993,metacritic_4858,TRUE
dbpedia_35289,metacritic_9475,FALSE
dbpedia_42521,metacritic_2579,FALSE
dbpedia_6077,metacritic_11585,TRUE
dbpedia_8951,metacritic_9475,FALSE
dbpedia_61655,metacritic_14969,FALSE
dbpedia_7947,metacritic_14969,TRUE
dbpedia_22205,metacritic_10627,FALSE
dbpedia_4848,metacritic_14969,TRUE
dbpedia_50495,metacritic_9475,FALSE
dbpedia_46192,metacritic_14969,FALSE
dbpedia_14743,metacritic_4858,TRUE
dbpedia_55528,metacritic_14969,FALSE
dbpedia_23157,metacritic_2579,TRUE
dbpedia_8878,metacritic_12182,FALSE
dbpedia_22596,metacritic_12182,FALSE
dbpedia_16162,metacritic_9475,FALSE
dbpedia_57894,metacritic_7490,TRUE
dbpedia_8028,metacritic_9475,FALSE
dbpedia_863,metacritic_9475,FALSE
dbpedia_59894,metacritic_2179,TRUE
dbpedia_46288,metacritic_14969,FALSE
dbpedia_33138,metacritic_4858,TRUE
dbpedia_7551,metacritic_11657,TRUE
dbpedia_15298,metacritic_14969,FALSE
dbpedia_10363,metacritic_14433,TRUE
dbpedia_28596,metacritic_12182,FALSE
dbpedia_61324,metacritic_20053,TRUE
dbpedia_59113,metacritic_14433,TRUE
dbpedia_208,metacritic_12182,TRUE
dbpedia_6197,metacritic_7417,TRUE
dbpedia_37298,metacritic_9475,FALSE
dbpedia_17143,metacritic_14714,TRUE
dbpedia_57462,metacritic_14714,FALSE
dbpedia_25506,metacritic_10627,TRUE
dbpedia_47659,metacritic_12182,FALSE
dbpedia_3260,metacritic_9475,FALSE
dbpedia_40973,metacritic_14969,FALSE
dbpedia_12624,metacritic_12182,FALSE
dbpedia_31860,metacritic_20053,FALSE
dbpedia_42963,metacritic_12182,FALSE
dbpedia_6842,metacritic_9475,FALSE
dbpedia_44787,metacritic_9475,FALSE
dbpedia_57625,metacritic_12182,FALSE
dbpedia_58180,metacritic_9475,FALSE
dbpedia_31801,metacritic_12182,FALSE
dbpedia_44564,metacritic_12182,FALSE
dbpedia_33959,metacritic_20053,FALSE
dbpedia_13735,metacritic_14714,FALSE
dbpedia_30599,metacritic_9475,FALSE
dbpedia_9537,metacritic_12182,FALSE
dbpedia_23866,metacritic_9475,FALSE
dbpedia_8701,metacritic_20053,FALSE
dbpedia_55364,metacritic_12182,FALSE
dbpedia_3681,metacritic_2179,FALSE
dbpedia_2560,metacritic_4858,TRUE
dbpedia_15601,metacritic_14969,FALSE
dbpedia_52718,metacritic_12182,FALSE
dbpedia_57910,metacritic_12182,FALSE
dbpedia_156,metacritic_14969,FALSE
dbpedia_9250,metacritic_9475,FALSE
dbpedia_46605,metacritic_4858,TRUE
dbpedia_23982,metacritic_9475,TRUE
dbpedia_34017,metacritic_12182,FALSE
dbpedia_51694,metacritic_14433,TRUE
dbpedia_42264,metacritic_9475,TRUE
dbpedia_13538,metacritic_14433,TRUE
dbpedia_50074,metacritic_14969,FALSE
dbpedia_19241,metacritic_14969,FALSE
dbpedia_35254,metacritic_10627,FALSE
dbpedia_12580,metacritic_14969,FALSE
dbpedia_14473,metacritic_14969,FALSE
dbpedia_28153,metacritic_14433,TRUE
dbpedia_18817,metacritic_12182,FALSE
dbpedia_5560,metacritic_2579,FALSE
dbpedia_387,metacritic_6413,TRUE
dbpedia_51578,metacritic_14969,FALSE
dbpedia_2790,metacritic_12182,FALSE
